"Borrado";"Favorito";"Fecha";"Fuente";"Texto";"Enlace";"Marca";"Usuario";"Oficial";"Opinion";"Categoria";"Tags";"Impacto"
"false";"false";"2020-05-04 00:58:09";"twitter";"But this is where we all can help! @Team_eBird are running the world?s largest citizen science program, collating birding checklists (6-8 lists a month for me, my spouse does 1-4 a day). If you bird watch, PLEASE SUBMIT YOUR CHECKLISTS! \n \n https://t.co/6qPIcifOgu \n \n 4/";"null";"Citizen science All World";"b948acb7ffe679b596b16b0bc5712ea5";"false";"0";"";"";"43,05"
"false";"false";"2020-05-04 01:09:21";"twitter";"RT: Stunning photos of the Long-clubbed wasp #orchid or Chiloglottis trilabra by shoko on @NatureMapr #Canberra #citizenscience @CitSciOZ @ACT_Community https://t.co/75IrJQU689 https://t.co/5WFi3ebQr8";"null";"Citizen science All World";"8e23cf88c7322390c4f183931949a03a";"false";"0";"";"";"46,52"
"false";"false";"2020-05-04 01:06:22";"twitter";"Stunning photos of the Long-clubbed wasp #orchid or Chiloglottis trilabra by shoko on @NatureMapr #Canberra #citizenscience @CitSciOZ @ACT_Community https://t.co/75IrJQU689 https://t.co/5WFi3ebQr8";"null";"Citizen science All World";"2c16a91f72eb6fbae48adb65360b512b";"false";"0";"";"";"31,35"
"false";"false";"2020-05-04 01:16:25";"twitter";"Things that are bringing me joy #7: citizen science meets hiking/outdoors. We are so lucky that @SCCParks have stayed open. And it?s wildflower season! Finding new wildflowers, sharing on @inaturalist, and bonus pts for species that are new to me AND native to the region. https://t.co/1HVUyzDFQi";"null";"Citizen science All World";"e4def414845aaf22c077d2a527624f3c";"false";"33,33";"";"";"46,56"
"false";"false";"2020-05-04 00:50:58";"twitter";"RT: This #MayTheFourth check out the galaxies far far away with these out of this world #astronomy #citizenscience projects: \n \n #AstroQuest from @ICRAR \n @galaxyzoo \n @radiogalaxyzoo \n @the_zooniverse \n @DoNASAScience \n @TweetAurora https://t.co/1ZGRmICfUH";"null";"Citizen science All World";"fbdd269ea3f4673889398a9890750d66";"false";"0";"";"";"47,33"
"false";"false";"2020-05-04 01:11:29";"twitter";"RT: @Yara_Haridy I have been doing an online community science project with burrowing owls by @sandiegozoo. The other day I found this gem, which really enlightened me to the... uh... anatomy of owls? \n \n It always makes me laugh that usually they?re tiny floof balls but sometimes... https://t.co/BKwpxKcCRN";"null";"Citizen science All World";"ff5967ec0c7cb0d8e2a67347d0c23faa";"false";"0";"";"";"39,35"
"false";"false";"2020-05-04 03:18:40";"twitter";"RT: Preliminary M5.0 #earthquake 303km/188miles from #Hachijo, in #Japan, 2020-05-04 03:03 UTC time by @raspishake network. Join the largest #CitizenScience #seismograph community ?? https://t.co/Y5O0dgJqJF \n EVENT?? https://t.co/czxJobHXZl https://t.co/otH0vRUFe9";"null";"Citizen science All World";"22a0327310785705d481a60ba5027663";"false";"-33,33";"";"";"54,19"
"false";"false";"2020-05-04 02:30:37";"twitter";"Preliminary M5.0 #earthquake 45km/28miles from #La Tirana, in #Chile, 2020-05-04 02:26 UTC time by @raspishake network. Join the largest #CitizenScience #seismograph community ?? https://t.co/Y5O0dgJqJF \n EVENT?? https://t.co/cyVq0TwCX3 https://t.co/OfAUGEpNCm";"null";"Citizen science All World";"76c84759eb3305e8b3faf163647d7c29";"false";"-33,33";"";"";"40,78"
"false";"false";"2020-05-04 02:36:34";"twitter";"RT: .@NEGameandParks invites Nebraskans to get outside, look for #birds and join a national citizen science program as part of the #Nebraska Bird Month 2020 Challenge. https://t.co/9jWrxuzeV5";"null";"Citizen science All World";"ed6ebc6d2ede5300d83192c6765f9770";"false";"0";"";"";"36,79"
"false";"false";"2020-05-04 03:17:29";"twitter";"Preliminary M5.0 #earthquake 303km/188miles from #Hachijo, in #Japan, 2020-05-04 03:03 UTC time by @raspishake network. Join the largest #CitizenScience #seismograph community ?? https://t.co/Y5O0dgJqJF \n EVENT?? https://t.co/czxJobHXZl https://t.co/otH0vRUFe9";"null";"Citizen science All World";"76c84759eb3305e8b3faf163647d7c29";"false";"-33,33";"";"";"40,78"
"false";"false";"2020-05-04 02:33:23";"twitter";"RT: Mayo es un mes emblemático para celebrar a las #Aves, eventos de ciencia ciudadana ofrecen la oportunidad de apreciarlas, identificarlas y contarlas. Cada esfuerzo personal por cuidar así sea el más pequeño y cercano hábitat es una contribución a su #Conservación. #urbanbirds?? https://t.co/sDvmDAWNK9";"null";"Citizen science All World";"89b90a00bc5c152e948f7b40efbc622f";"false";"41,67";"Curiosidad_Interés,Amor_Comprensión,Admiración_Exaltación,Confianza_Alivio";"";"40,09"
"false";"false";"2020-05-04 03:07:18";"twitter";"If you?re into #citizenscience, or even if you?re just curious, you?ll want to come along to this webinar on Wed (6/5). Our presenters will talk through what citizen science is and we?ll hear about a recent example created off the back of the recent Australian bushfires.?";"null";"Citizen science All World";"6300b82aee9420d3b6f3f5b36854a439";"false";"0";"";"";"59,76"
"false";"false";"2020-05-04 03:19:53";"twitter";"Sismo Convergente por Proceso de Subducción entre placas Filipinas y Pacífico (en el márgen del Sistema de Arco de Islas Izu-Bonin-Mariana)";"null";"Citizen science All World";"bcc1a81cd21e71b0cfe8e79b182e84b5";"false";"0";"";"";"39,04"
"false";"false";"2020-05-04 02:32:54";"twitter";"I think my oldest is from 2001! \n https://t.co/ppOhyldlkk";"null";"Citizen science All World";"878c2462910c71cc59698555853fd0cc";"false";"0";"";"";"49,95"
"false";"false";"2020-05-04 03:04:04";"twitter";"@maryeford @NatGeoEducation @inaturalist Citizen science is one of my favorite things to teach! I?m the Dir of ED for an environmental nonprofit so we?re all about citizen science and @inaturalist";"null";"Citizen science All World";"4773f4d49fbdab54bc1046fb7c62a355";"false";"33,33";"";"";"26,93"
"false";"false";"2020-05-04 06:15:37";"twitter";"Thank you @WascherClaudia";"null";"Citizen science All World";"6d5bb00756e99d9275e86251509bca89";"false";"0";"";"";"27,57"
"false";"false";"2020-05-04 06:15:39";"twitter";"@museumsvictoria seeking #CitizenScientist #bushblitz #research #discovery #science #museum";"null";"Citizen science All World";"c9338fbb8d41d8d420a19f517631add5";"false";"0";"";"";"41,92"
"false";"false";"2020-05-04 05:58:30";"twitter";"RT: Finally scrounged all the materials to build 2 hoverfly lagoons in my garden, inspired by @DaveGoulson and @The_Buzz_Club. Hope it helps the lovely #pollinators; see https://t.co/qVK6x5OTwn to join in! \n \n #wildlifegardening #citizenscience #naturelover https://t.co/4r2OBd2aIo";"null";"Citizen science All World";"ca430815fe64a027b0f94198c3242781";"false";"41,67";"";"";"38,04"
"false";"false";"2020-05-04 05:58:30";"twitter";"RT: Finally scrounged all the materials to build 2 hoverfly lagoons in my garden, inspired by @DaveGoulson and @The_Buzz_Club. Hope it helps the lovely #pollinators; see https://t.co/qVK6x5OTwn to join in! \n \n #wildlifegardening #citizenscience #naturelover https://t.co/4r2OBd2aIo";"null";"Citizen science EU";"ca430815fe64a027b0f94198c3242781";"false";"41,67";"";"";"38,04"
"false";"false";"2020-05-04 05:38:49";"twitter";"RT: Ever wondered what #citizenscience is all about and how it can have a social impact? Well, we?ve got these four experts wanting to share all the ins and outs of it with you next Wed 6 May at Webinar Ten of impact2020. Join us! https://t.co/swsvjPG7PU #impact2020online https://t.co/K1A7MFMe7p";"null";"Citizen science All World";"147d45e0bdd6ed7e1c6d4162da988654";"false";"33,33";"";"";"39,95"
"false";"false";"2020-05-04 05:36:22";"twitter";"RT: Got a few minutes? Think that soldiers? misconduct sounds fascinating? Then help one of my students with a final project and transcribe a couple of WW1 misconduct records. #citizenscience \n https://t.co/aohXdPrlbT";"null";"Citizen science EU";"fa90e5080c5704d563c0c2052333772a";"false";"-33,33";"";"";"49,84"
"false";"false";"2020-05-04 05:36:22";"twitter";"RT: Got a few minutes? Think that soldiers? misconduct sounds fascinating? Then help one of my students with a final project and transcribe a couple of WW1 misconduct records. #citizenscience \n https://t.co/aohXdPrlbT";"null";"Citizen science All World";"fa90e5080c5704d563c0c2052333772a";"false";"-33,33";"";"";"49,84"
"false";"false";"2020-05-04 05:22:31";"twitter";"RT: Thank you to @CoopSciScoop for her @CitSciMonth takeover last week! #CitSciMonth (April 2020) is over, but the #CitizenScience fun continues! Follow us @SciStarter and continue to explore @NLM_News featured projects: https://t.co/g6Vj4Zx6Z6";"null";"Citizen science All World";"f87941189f98e8dce1bd2d9f3c5cabac";"false";"16,67";"";"";"21,16"
"false";"false";"2020-05-04 05:01:51";"twitter";"A Mountain Pit Viper from the Himalayas. Observation by Avrajjal Ghosh. \n https://t.co/Hhau69Atyv \n Record the biodiversity around you using: https://t.co/jQpHi50gvi \n #citizenscience #wildlife #biodiversity #conservation #nature #photography #snakes #snakesofIndia #viper #pitviper https://t.co/kF9UgEBO7C";"null";"Citizen science All World";"4bf853a58d9aa4392661accf7f70335d";"false";"0";"";"";"45,7"
"false";"false";"2020-05-04 06:02:23";"twitter";"RT: This week?s #wildflowerhour challenge is to see just how many wildflowers you have growing in your own garden! You can then contribute to #CitizenScience by recording them for @BSBIbotany! Find out how by following the link https://t.co/Uw4XAeCioN https://t.co/VDAvljehXC";"null";"Citizen science All World";"ccd0fe1e399501e1421ca4e3cf806835";"false";"16,67";"";"";"35,03"
"false";"false";"2020-05-04 05:16:39";"twitter";"Sounds like backbenchers common answer for Entire Digital Signal Processing and Entire Civic Science subjects";"null";"Citizen science All World";"dd8f47b6542311de558808821206f50e";"false";"0";"";"";"23,82"
"false";"false";"2020-05-04 06:14:36";"twitter";"Thank you";"null";"Citizen science All World";"6d5bb00756e99d9275e86251509bca89";"false";"0";"";"";"27,57"
"false";"false";"2020-05-04 07:10:04";"twitter";"RT: We are now live in the chat at the online #EGU20 @EuroGeosciences discussing the session ?Bridging between scientific disciplines: Participatory #CitizenScience and #OpenScience as a way to go?! Join us: https://t.co/42pzmjvzDf";"null";"Citizen science All World";"52329e993454cfe6754da8822aaa1d0e";"false";"0";"";"";"43,55"
"false";"false";"2020-05-04 07:10:04";"twitter";"RT: So #WSTC6 begins! Check out #DigSesh1 plenary?s (today 04/05, 09:00-11:00 UTC) to discover how technology ? can help projects like @seabird_watch and @penguin_watch ? with large-scale remote monitoring #citizenscience #seabirdresearch #penguinresearch @the_zooniverse @OxZooDept";"null";"Citizen science EU";"a56d21c89c7ecf2872d63eb68744792d";"false";"0";"";"";"45,21"
"false";"false";"2020-05-04 07:10:04";"twitter";"RT: So #WSTC6 begins! Check out #DigSesh1 plenary?s (today 04/05, 09:00-11:00 UTC) to discover how technology ? can help projects like @seabird_watch and @penguin_watch ? with large-scale remote monitoring #citizenscience #seabirdresearch #penguinresearch @the_zooniverse @OxZooDept";"null";"Citizen science All World";"a56d21c89c7ecf2872d63eb68744792d";"false";"0";"";"";"45,21"
"false";"false";"2020-05-04 07:11:26";"twitter";"AdultLearningAu: RT CSIsocialimpact: If you?re into #citizenscience, or even if you?re just curious, you?ll want to come along to this webinar on Wed (6/5). Our presenters will talk through what citizen science is and we?ll hear about a recent example c? https://t.co/LVT14PLegA";"null";"Citizen science All World";"9802e2486dd4edcda7d60e88b640f936";"false";"0";"";"";"57,28"
"false";"false";"2020-05-04 07:12:04";"twitter";"RT: Im Rahmen eines sprachwissenschaftlichen Forschungsprojekts wurden vor rund 100 Jahren 40 hochdeutsche Sätze in die lokalen #Dialekte der #Schweiz übersetzt. Wer hilft mit, diese Daten auszuwerten? #WenkerSaetze #CitizenScience \n https://t.co/yRTlaVMWku https://t.co/dyZF8KMM1r";"null";"Citizen science All World";"9a0d080e07a95a55f57de3161ad80f34";"false";"0";"";"";"42,08"
"false";"false";"2020-05-04 07:12:15";"twitter";"RT: We are now live in the chat at the online #EGU20 @EuroGeosciences discussing the session ?Bridging between scientific disciplines: Participatory #CitizenScience and #OpenScience as a way to go?! Join us: https://t.co/42pzmjvzDf";"null";"Citizen science All World";"bb1f4829526f1ef4f91ec4c15821f265";"false";"0";"";"";"28,2"
"false";"false";"2020-05-04 07:12:15";"twitter";"RT: 1st day of virtual interactions @EuroGeosciences 2020! Join IIASA #researchers on #CitizenScience & #OpenScience, plant trait data and biogeochemical cycles, advances in #African #hydrology & #climate, nature-based solutions, and plant hydraulics. https://t.co/2d2detBRya #EGU20 https://t.co/fruJ9uRyg4";"null";"Citizen science All World";"bb1f4829526f1ef4f91ec4c15821f265";"false";"66,67";"";"";"28,2"
"false";"false";"2020-05-04 07:10:25";"twitter";"RT: Happening now! LandSense team members contribute to #citizenscience and its potential for addressing the #SDGS. Join the chat session with @dilekfraisl1. #EGU20 #shareEGU20 @WeObserveEU @IIASAVienna https://t.co/SmJcDgjtFB";"null";"Citizen science All World";"77b5f4aa171902a5a8e29ef4aeb54fcd";"false";"0";"";"";"28,62"
"false";"false";"2020-05-04 07:11:00";"twitter";"Im Rahmen eines sprachwissenschaftlichen Forschungsprojekts wurden vor rund 100 Jahren 40 hochdeutsche Sätze in die lokalen #Dialekte der #Schweiz übersetzt. Wer hilft mit, diese Daten auszuwerten? #WenkerSaetze #CitizenScience \n https://t.co/yRTlaVMWku https://t.co/dyZF8KMM1r";"null";"Citizen science All World";"30d1b3ceca5cb71bfb0014e4d200046b";"false";"0";"";"";"45,49"
"false";"false";"2020-05-04 07:16:00";"twitter";"RT: Conoce la completísima plataforma de ciencia ciudadana ?Observado? de la mano de dos de sus administradores en España. https://t.co/3UQleK7Ynt";"null";"Citizen science EU";"460816886c4e27e3ebc3f39dc086a7a8";"false";"50";"Placer_Gusto";"";"45,75"
"false";"false";"2020-05-04 07:16:00";"twitter";"RT: Conoce la completísima plataforma de ciencia ciudadana ?Observado? de la mano de dos de sus administradores en España. https://t.co/3UQleK7Ynt";"null";"Citizen science All World";"460816886c4e27e3ebc3f39dc086a7a8";"false";"50";"Placer_Gusto";"";"45,75"
"false";"false";"2020-05-04 07:17:26";"twitter";"RT: In the first #ContSesh1 on Monday morning (8:30 UTC) @Nina_OHanlon will be highlighting the @BirdsDebris website - a #CitizenScience approach to collating data on entanglement and nest incorporation of anthropogenic debris by birds \n \n #WSTC6 https://t.co/kzaAEvPSFz";"null";"Citizen science EU";"7679e65ac51897283f3f76a774a749e1";"false";"0";"";"";"32,05"
"false";"false";"2020-05-04 07:17:26";"twitter";"RT: In the first #ContSesh1 on Monday morning (8:30 UTC) @Nina_OHanlon will be highlighting the @BirdsDebris website - a #CitizenScience approach to collating data on entanglement and nest incorporation of anthropogenic debris by birds \n \n #WSTC6 https://t.co/kzaAEvPSFz";"null";"Citizen science All World";"7679e65ac51897283f3f76a774a749e1";"false";"0";"";"";"32,05"
"false";"false";"2020-05-04 07:18:19";"twitter";"RT: Got a few minutes? Think that soldiers? misconduct sounds fascinating? Then help one of my students with a final project and transcribe a couple of WW1 misconduct records. #citizenscience \n https://t.co/aohXdPrlbT";"null";"Citizen science All World";"54e8f86519cf7c1f2ee26ae452951150";"false";"-33,33";"";"";"34,44"
"false";"false";"2020-05-04 07:09:06";"twitter";"We are now live in the chat at the online #EGU20 @EuroGeosciences discussing the session ?Bridging between scientific disciplines: Participatory #CitizenScience and #OpenScience as a way to go?! Join us: https://t.co/42pzmjvzDf";"null";"Citizen science All World";"4b6a8cb44030e0d887b5667f8e3a683d";"false";"0";"";"";"45,06"
"false";"false";"2020-05-04 07:14:18";"twitter";"raspishake: Detect #earthquakes volcanic #eruptions #tornadoes & much more from your home! Join the #RaspberryShake #CitizenScience network & become a part of the largest independent #earthquake monitoring community. Now with 10% off! Are you on the map ? https://t.co/Is97esOrhk";"null";"Citizen science All World";"c34209be5d09fc620ebc9a6118da72f0";"false";"0";"";"";"48,81"
"false";"false";"2020-05-04 07:53:42";"twitter";"RT: When using our https://t.co/MyUkd2mRfJ platform, anyone must be able to trust the quality of the resources ? ? \n \n Curious about the criteria on which we rely, and how they were developed by our partner @IIASAVienna? ? \n \n ?? https://t.co/lZC2wPMYET \n \n #CitizenScience https://t.co/iOxfPgQmzs";"null";"Citizen science EU";"9c463922add7865ddbc542e97566686c";"false";"100";"";"";"41,71"
"false";"false";"2020-05-04 07:53:42";"twitter";"RT: When using our https://t.co/MyUkd2mRfJ platform, anyone must be able to trust the quality of the resources ? ? \n \n Curious about the criteria on which we rely, and how they were developed by our partner @IIASAVienna? ? \n \n ?? https://t.co/lZC2wPMYET \n \n #CitizenScience https://t.co/iOxfPgQmzs";"null";"Citizen science All World";"9c463922add7865ddbc542e97566686c";"false";"100";"";"";"41,71"
"false";"false";"2020-05-04 07:54:00";"twitter";"Preliminary M5.6 #earthquake 43km/27miles from #Matarani, in #Peru, 2020-05-04 07:51 UTC time by @raspishake network. Join the largest #CitizenScience #seismograph community ?? https://t.co/Y5O0dgJqJF \n EVENT?? https://t.co/wEnEEueDtd https://t.co/NsLhcKYpNn";"null";"Citizen science All World";"76c84759eb3305e8b3faf163647d7c29";"false";"-33,33";"";"";"40,79"
"false";"false";"2020-05-04 07:58:21";"twitter";"Grossartiges Citizen-Science-Projekt! Machen Sie mit! \n @snf_ch \n ?i wurdi de maal de vier Bögeni us dr Sant-Stäffe Gmeend aagugge?";"null";"Citizen science All World";"57c43ed0d0b59594550245d4852f79f0";"false";"0";"";"";"29,43"
"false";"false";"2020-05-04 07:58:31";"twitter";"RT: Had a go at ringing BHGs today and managed to catch 3 before they got too suspicious. #birdringing #bto #citizenscience https://t.co/LiIwcTLWfP";"null";"Citizen science All World";"e2b14ff87b8ce87d1d2cc05fa3e31637";"false";"-100";"";"";"31,51"
"false";"false";"2020-05-04 07:59:23";"twitter";"Blockchain Convolución? ?#primaveraÁrabe #spanishRevolution #15M #occupyWallStreet? ? Citizen science Revolution. Documental de Martin Ballestrini https://t.co/PSFU7H9e5Y #blockchain #science #philosophy #opengov #openScience #revolution #future #society #politics #fintech";"null";"Citizen science All World";"91e9b37f58778be003d21a65fab87e73";"false";"0";"";"";"60,84"
"false";"false";"2020-05-04 07:59:23";"twitter";"Blockchain Convolución? ?#primaveraÁrabe #spanishRevolution #15M #occupyWallStreet? ? Citizen science Revolution. Documental de Martin Ballestrini https://t.co/PSFU7H9e5Y #blockchain #science #philosophy #opengov #openScience #revolution #future #society #politics #fintech";"null";"Citizen science EU";"91e9b37f58778be003d21a65fab87e73";"false";"0";"";"";"60,84"
"false";"false";"2020-05-04 08:01:21";"twitter";"RT: Für ein #Singvogel-Morgenkonzert lohnt frühes Aufstehen! Zur Zeit brummen weniger Autos und Flugzeuge, man hört die Vögel besonders gut. Macht mit beim @BiotopiaMuseum #DawnChorus-Projekt. Ihr braucht ein Handy und einen Wecker. So geht?s: https://t.co/JsYL3F0TJ1 #CitizenScience https://t.co/tEKuUTnHQN";"null";"Citizen science All World";"3c716899e6149859f9ec5cdc35d92ed0";"false";"0";"";"";"29,16"
"false";"false";"2020-05-04 08:01:21";"twitter";"RT: Für ein #Singvogel-Morgenkonzert lohnt frühes Aufstehen! Zur Zeit brummen weniger Autos und Flugzeuge, man hört die Vögel besonders gut. Macht mit beim @BiotopiaMuseum #DawnChorus-Projekt. Ihr braucht ein Handy und einen Wecker. So geht?s: https://t.co/JsYL3F0TJ1 #CitizenScience https://t.co/tEKuUTnHQN";"null";"Citizen science EU";"3c716899e6149859f9ec5cdc35d92ed0";"false";"0";"";"";"29,16"
"false";"false";"2020-05-04 08:06:01";"twitter";"Come along to this @OxResServ webinar for a recipe for evaluation and learn about the key ingredients you?ll need to gather evidence of research impact from a #CitizenScience project ????. \n \n Register here: https://t.co/1w1MTUgS7R https://t.co/HIagTfK4r7";"null";"Citizen science EU";"cdc6c04b4943ce3a48262642ad6fd03b";"false";"0";"";"";"40,24"
"false";"false";"2020-05-04 08:06:01";"twitter";"Come along to this @OxResServ webinar for a recipe for evaluation and learn about the key ingredients you?ll need to gather evidence of research impact from a #CitizenScience project ????. \n \n Register here: https://t.co/1w1MTUgS7R https://t.co/HIagTfK4r7";"null";"Citizen science All World";"cdc6c04b4943ce3a48262642ad6fd03b";"false";"0";"";"";"40,24"
"false";"false";"2020-05-04 07:54:43";"twitter";"Siempre es interesante aprender, @stopcortaderia nos invita, hoy, a aprender desde casa, ¡no te lo pierdas!";"null";"Citizen science EU";"162cdc0bdee5242037c12af8c2b84334";"false";"33,33";"Curiosidad_Interés,Sorpresa_Asombro,Deseo_Anhelo";"";"34,83"
"false";"false";"2020-05-04 07:54:43";"twitter";"Siempre es interesante aprender, @stopcortaderia nos invita, hoy, a aprender desde casa, ¡no te lo pierdas!";"null";"Citizen science All World";"162cdc0bdee5242037c12af8c2b84334";"false";"33,33";"Curiosidad_Interés,Sorpresa_Asombro,Deseo_Anhelo";"";"34,83"
"false";"false";"2020-05-04 07:56:38";"twitter";"Comprendre la répartition de l?épidémie #COVID?19 à travers la France, une information indispensable pour informer les administré.e.s en tant qu?élu.e local.e. Merci à @IpsosFrance et @VINCIAutoroutes pour cet appui précieux.";"null";"Citizen science All World";"6b4168969abaf845bf9ab4bf3a856c83";"false";"66,67";"";"";"54,46"
"false";"false";"2020-05-04 08:10:14";"twitter";"RT: Find out more about ?CITRAM ? Citizen Science for Traffic Management? in today?s EGU Session ITS1.8/SSS1.1/EOS2.3/CL5.10/HS12.7/SM3.3 Display D2462 from 10:45?12:30! \n #shareEGU20 #EGU20 @ben_graeler";"null";"Citizen science All World";"6b2932df1ab5e4c0287a349f5fddb94b";"false";"0";"";"";"39,65"
"false";"false";"2020-05-04 08:10:14";"twitter";"RT: Find out more about ?CITRAM ? Citizen Science for Traffic Management? in today?s EGU Session ITS1.8/SSS1.1/EOS2.3/CL5.10/HS12.7/SM3.3 Display D2462 from 10:45?12:30! \n #shareEGU20 #EGU20 @ben_graeler";"null";"Citizen science EU";"6b2932df1ab5e4c0287a349f5fddb94b";"false";"0";"";"";"39,65"
"false";"false";"2020-05-04 08:08:35";"twitter";"Find out more about ?CITRAM ? Citizen Science for Traffic Management? in today?s EGU Session ITS1.8/SSS1.1/EOS2.3/CL5.10/HS12.7/SM3.3 Display D2462 from 10:45?12:30! \n #shareEGU20 #EGU20 @ben_graeler";"null";"Citizen science EU";"6b2932df1ab5e4c0287a349f5fddb94b";"false";"0";"";"";"39,65"
"false";"false";"2020-05-04 08:08:35";"twitter";"Find out more about ?CITRAM ? Citizen Science for Traffic Management? in today?s EGU Session ITS1.8/SSS1.1/EOS2.3/CL5.10/HS12.7/SM3.3 Display D2462 from 10:45?12:30! \n #shareEGU20 #EGU20 @ben_graeler";"null";"Citizen science All World";"6b2932df1ab5e4c0287a349f5fddb94b";"false";"0";"";"";"39,65"
"false";"false";"2020-05-04 09:51:34";"twitter";"RT: RSPB scientist @Ellingbry discussing #Puffarazzi as part of #WSTC6. How is #CitizenScience helping #puffin populations https://t.co/445dl77yNV";"null";"Citizen science All World";"b115ec4f8ce94451ad2add9e1c14944c";"false";"0";"";"";"35,78"
"false";"false";"2020-05-04 09:47:57";"twitter";"RT: ? Dernière semaine pour recenser les oiseaux depuis chez vous en contribuant à notre opération de sciences participatives ?Confinés, mais aux aguets? ! ? https://t.co/zAxPsTJPyk \n \n Déjà plus d?1,2 million d?? observés ! ?? \n \n https://t.co/ARnECB5zA0 \n \n #RestezauNid";"null";"Citizen science All World";"668bfe4a6e8d6cfd7ef1370c95457ce6";"false";"0";"";"";"37,73"
"false";"false";"2020-05-04 09:52:42";"twitter";"? Seguimos con más charlas en directo #QuédateEnElNido?? \n ?? Descubre cómo y por qué luchamos contra el plumero de la Pampa, una especie exótica invasora muy preocupante en el Cantábrico. \n ?Hoy. \n ?16h. \n ?? https://t.co/lVxbomtVBR \n #FollowNature #StopCortaderia";"null";"Citizen science EU";"75211529d93c8649c8e643bc4a4081f4";"false";"-33,33";"Miedo_Intranquilidad,Culpa_Angustia,Decepción_Lamento";"";"68,73"
"false";"false";"2020-05-04 09:53:03";"twitter";"Hoy es la segunda charla de la segunda parte del ciclo de charlas ?Astronomía desde casa?. Esta tarde Joaquín Álvaro nos hablará de ciencia ciudadana en astronomía. \n \n A las 20:05 en https://t.co/fZ40u4vIK7 ¡No os lo perdáis!";"null";"Citizen science All World";"c056fd3ac297c2b683d9a8d392cb8a0b";"false";"33,33";"Deseo_Anhelo";"";"36,48"
"false";"false";"2020-05-04 09:50:02";"twitter";"#Avaruusromu voi olla myös harrastus. #satelliitit #avaruuesineet #kansalaistiede @tekniikkatalous https://t.co/R6Ur0CvLps";"null";"Citizen science All World";"9076e8abdbfdf542b5dc1eeb3c139f40";"false";"0";"";"";"25,82"
"false";"false";"2020-05-04 09:53:46";"twitter";"RT: ? Dernière semaine pour recenser les oiseaux depuis chez vous en contribuant à notre opération de sciences participatives ?Confinés, mais aux aguets? ! ? https://t.co/zAxPsTJPyk \n \n Déjà plus d?1,2 million d?? observés ! ?? \n \n https://t.co/ARnECB5zA0 \n \n #RestezauNid";"null";"Citizen science All World";"cefd6b0c58ab3c1ded00533cb23f8a88";"false";"0";"";"";"22,97"
"false";"false";"2020-05-04 09:50:35";"twitter";"RSPB scientist @Ellingbry discussing #Puffarazzi as part of #WSTC6. How is #CitizenScience helping #puffin populations";"null";"Citizen science All World";"9b645fe6caef08da2fd7d007a3e02426";"false";"0";"";"";"57,07"
"false";"false";"2020-05-04 09:54:15";"twitter";"RT: Today, as part of the activities of @eucitsci and @eucitsciproject, we?re launching the ?ECSA Characteristics of Citizen Science? - you can find them on Zenodo https://t.co/lbD9Pg5kgd . This thread is why they are needed, and what they are trying to do. ? 1/15 https://t.co/bLVrTbOaKE";"null";"Citizen science EU";"69a4a12a9099dad1a24e2215ee753453";"false";"0";"";"";"37,41"
"false";"false";"2020-05-04 09:54:59";"twitter";"RT: Hoy es la segunda charla de la segunda parte del ciclo de charlas ?Astronomía desde casa?. Esta tarde Joaquín Álvaro nos hablará de ciencia ciudadana en astronomía. \n \n A las 20:05 en https://t.co/fZ40u4vIK7 ¡No os lo perdáis!";"null";"Citizen science EU";"c4b8f4888efe2179e24825cb16e69648";"false";"33,33";"Deseo_Anhelo";"";"21,67"
"false";"false";"2020-05-04 09:52:25";"twitter";"RT: RSPB scientist @Ellingbry discussing #Puffarazzi as part of #WSTC6. How is #CitizenScience helping #puffin populations https://t.co/445dl77yNV";"null";"Citizen science All World";"78fb3fb57eeb049dffbc928edebb4f38";"false";"0";"";"";"49,98"
"false";"false";"2020-05-04 09:52:42";"twitter";"? Seguimos con más charlas en directo #QuédateEnElNido?? \n ?? Descubre cómo y por qué luchamos contra el plumero de la Pampa, una especie exótica invasora muy preocupante en el Cantábrico. \n ?Hoy. \n ?16h. \n ?? https://t.co/lVxbomtVBR \n #FollowNature #StopCortaderia";"null";"Citizen science All World";"75211529d93c8649c8e643bc4a4081f4";"false";"-33,33";"Miedo_Intranquilidad,Culpa_Angustia,Decepción_Lamento";"";"68,73"
"false";"false";"2020-05-04 09:53:03";"twitter";"Hoy es la segunda charla de la segunda parte del ciclo de charlas ?Astronomía desde casa?. Esta tarde Joaquín Álvaro nos hablará de ciencia ciudadana en astronomía. \n \n A las 20:05 en https://t.co/fZ40u4vIK7 ¡No os lo perdáis!";"null";"Citizen science EU";"c056fd3ac297c2b683d9a8d392cb8a0b";"false";"33,33";"Deseo_Anhelo";"";"36,48"
"false";"false";"2020-05-04 09:56:10";"twitter";"RT: ICYMI: a new Research Topic on #citizenscience #data and #methods, published with the leading #openaccess journal @FrontiersIn \n https://t.co/JORYArpFdj https://t.co/rKey2gaqAH";"null";"Citizen science All World";"1a3392b05bb8ce62541a0b1ffebb3274";"false";"0";"";"";"38,12"
"false";"false";"2020-05-04 09:56:15";"twitter";"RT: It will publish comprehensive, peer-reviewed information on citizen science methods and data sets and is open to two article types: \n (1) Methods: data collection process, QA/QC management plan, similar strategies used for producing data fit for use in research or policy \n \n 2/3";"null";"Citizen science All World";"1a3392b05bb8ce62541a0b1ffebb3274";"false";"33,33";"";"";"38,12"
